𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	55	55	55	55	55	56	57	58	59	60	61	62	63	64	65	66	67	68	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	68	67	66	65	64	63	62	61	60	59	58	57	56	56	56	56	56	56	56	57	58	59	60	61	62	63	64	65	66	67	68	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	68	67	66	65	64	63	62	61	60	59	58	57	57	57	57	57	57	57	57	57	58	59	60	61	62	63	64	65	66	67	68	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	68	67	66	65	64	63	62	61	60	59	58	58	58	58	58	58	58	58	58	58	58	59	60	61	62	63	64	65	66	67	68	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	68	67	66	65	64	63	62	61	60	59	59	59	59	59	59	59	59	59	59	59	59	59	60	61	62	63	64	65	66	67	68	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	68	67	66	65	64	63	62	61	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	61	62	63	64	65	66	67	68	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	68	67	66	65	64	63	62	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	62	63	64	65	66	67	68	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	68	67	66	65	64	63	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	63	64	65	66	67	68	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	68	67	66	65	64	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	64	65	66	67	68	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	68	67	66	65	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	65	66	67	68	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	68	67	66	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	66	67	68	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	68	67	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	67	68	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	68	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	68	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	68	𝗪	
𝗪	49	48	47	46	45	44	43	42	41	40	39	38	37	36	35	34	33	32	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	5	4	3	2	1	𝗘	𝗪	70	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	𝗪	
𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	𝗪	
